,title,seasons,start_year,imdb_rating,viewer_maturity,genre,content_advisory,network,episodes,avg_episode_runtime
0,INSIDE JOKES,1,2018,7.1,Young Adults,"['ARTS, ENTERTAINMENT, AND CULTURE']","['strong foul language', 'moderate drug use', 'moderate sexuality', 'violence']",AMAZON STUDIOS,6,51.0
0,BABYLON,1,2020,-1.0,Young Adults,['ANIME'],"['drug use', 'foul language', 'sexual content', 'violence']",TWIN ENGINE INC.,12,23.666666666666668
0,THE COLLECTION,1,2016,7.1,Young Adults,['DRAMA'],NA,NA,8,57.75
0,ALTAIR: A RECORD OF BATTLES,1,2017,-1.0,Teens,['ANIME'],"['foul language', 'violence']","""ALTAIR: A RECORD OF BATTLES"" PRODUCTION COMMITTEE.",24,24.0
0,DE LA VIDA AL PLATO,1,2020,6.1,Teens,"['DOCUMENTARY', 'SPECIAL INTEREST']","['foul language', 'drug use', 'violence']",MEDIASET ESPAÑA,8,47.875
0,LODGE 49,1,2018,-1.0,Adults,"['DRAMA', 'COMEDY']",NA,AMC STUDIOS INTERNATIONAL B.V,10,46.4
0,JIM GAFFIGAN: THE PALE TOURIST,1,2020,6.6,Teens,"['ARTS, ENTERTAINMENT, AND CULTURE', 'COMEDY']","['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,2,47.5
0,INSIDE BORUSSIA DORTMUND,1,2019,7.3,Teens,"['DRAMA', 'SPORTS', 'DOCUMENTARY']",NA,PAUSEFILM,4,80.0
0,DAVID ATTENBOROUGH - 60 YEARS IN THE WILD,1,2012,-1.0,Teens,['DOCUMENTARY'],NA,BBC2,3,58.666666666666664
0,THE NEIGHBORS,2,2014,-1.0,Young Adults,[],NA,NA,20,42.0
0,TOKYO VAMPIRE HOTEL,1,2018,6.4,Adults,"['FANTASY', 'INTERNATIONAL', 'HORROR']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,10,39.0
0,AN UNKNOWN ENEMY,1,2018,8.1,Adults,"['INTERNATIONAL', 'DRAMA', 'SUSPENSE']","['moderate drug use', 'strong foul language', 'strong sexuality', 'nudity', 'moderate violence']",AMAZON STUDIOS,8,45.375
0,FALLING WATER,2,2016,6.5,Young Adults,"['DRAMA', 'SCIENCE FICTION']",NA,NBCUNIVERSAL,20,43.45
0,ROSS KEMP RETURN TO AFGHANISTAN,1,2009,-1.0,Adults,[],NA,TIGER ASPECT PRODUCTIONS,5,43.8
0,UNSOLVED MYSTERIES: ORIGINAL ROBERT STACK EPISODES,12,1989,-1.0,Teens,['DOCUMENTARY'],"['foul language', 'drug use', 'sexual content', 'violence']",FILMRISE,233,46.622317596566525
0,HAND OF GOD,2,2015,7.5,Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,20,53.6
0,THE GREAT PASSAGE,1,2016,7.4,Older Kids,[],['violence'],GENBU DICTIONARY EDITORIAL DEPT.,11,23.0
0,THE ADVENTURES OF ROBIN HOOD,4,1956,7.7,Teens,['ADVENTURE'],NA,MULTICOM ENTERTAINMENT GROUP (MEG),138,25.905797101449274
0,STRIKE FORCE,2,2014,-1.0,Young Adults,[],NA,DAVID LAMMERS,20,49.7
0,KOKKOKU,1,2018,-1.0,Teens,['ANIME'],"['foul language', 'violence']","KOKKOKU COMMITTEE (TWIN ENGINE, GENO STUDIO)",12,24.0
0,FULL DISCLOSURE,2,2015,-1.0,Young Adults,[],NA,R.T.I.,20,86.9
0,MAD WORLD,1,2015,-1.0,Young Adults,[],NA,KM PLUS MEDIA BIG MEDIA,8,52.0
0,DIVE!!,1,2017,-1.0,Kids,['ANIME'],['foul language'],NA,12,23.0
0,DIE TRYING,1,2018,-1.0,Young Adults,"['INTERNATIONAL', 'COMEDY']",NA,NA,7,23.285714285714285
0,THE KACEY MUSGRAVES CHRISTMAS SHOW,1,2019,7.2,Older Kids,['COMEDY'],"['foul language', 'drug use', 'violence']",AMAZON STUDIOS,3,44.666666666666664
0,TOMMY LITTLE: SELF-DIAGNOSED GENIUS,1,2020,6.9,Young Adults,"['ARTS, ENTERTAINMENT, AND CULTURE']","['foul language', 'violence']",AMAZON STUDIOS,1,59.0
0,DEADLY GAME,1,2013,-1.0,Young Adults,[],NA,ROMANTICA ENTERTAINMENT,2,102.5
0,HUNTER,7,1985,-1.0,Young Adults,[],NA,FILMRISE,152,47.93421052631579
0,THE INCREDIBLE JOURNEY OF MARY BRYANT,1,2007,-1.0,Adults,[],NA,FILMRISE,3,62.0
0,ALL OR NOTHING,5,2016,7.8,Adults,"['SPORTS', 'UNSCRIPTED']","['drug use', 'foul language', 'violence']",AMAZON STUDIOS,40,46.65
0,ELUSIVE FOLK,1,2019,-1.0,Adults,[],NA,NA,12,26.416666666666668
0,INVENTION STORY,1,2018,-1.0,Young Adults,[],NA,MONDO TV,52,19.73076923076923
0,SPACED,2,1999,-1.0,Young Adults,[],"['foul language', 'drug use', 'sexual content']",FILMRISE,14,24.785714285714285
0,POPEYE: THE CONTINUING ADVENTURES,4,1978,-1.0,Older Kids,['ANIMATION'],NA,FILMRISE,65,22.953846153846154
0,IDRIS ELBA: KING OF SPEED,1,2013,-1.0,Young Adults,[],NA,SHINE,3,44.666666666666664
0,WEIRD WONDER'S OF THE WORLD,1,2016,-1.0,Teens,['DOCUMENTARY'],NA,BBC2,8,50.375
0,CELIA PACQUOLA: ALL TALK,1,2020,7.0,Young Adults,"['COMEDY', 'TALK SHOW AND VARIETY']",['foul language'],NA,1,59.0
0,ALICE FRASER: SAVAGE,1,2020,6.8,Young Adults,[],"['foul language', 'violence']",NA,1,63.0
0,JAGUAR ADVENTURE WITH NIGEL MARVEN,1,2008,-1.0,Adults,[],NA,TIGRESS PRODUCTIONS,6,45.166666666666664
0,MEERKAT MANOR,3,2006,-1.0,Kids,[],NA,OXFORD SCIENTIFIC FILMS,39,22.58974358974359
0,SUBETE A MI MOTO,1,2020,6.1,Young Adults,['DRAMA'],"['foul language', 'drug use', 'sexual content', 'violence']",SOMOS NEXT,15,44.333333333333336
0,TROPICAL HEAT,3,1991,-1.0,Young Adults,[],NA,MULTICOM ENTERTAINMENT GROUP (MEG),66,49.515151515151516
0,PAUL CHOWDHRY: LIVE INNIT,1,2019,-1.0,Adults,"['ARTS, ENTERTAINMENT, AND CULTURE']",NA,AVALON,1,60.0
0,UNSOLVED MYSTERIES WITH DENNIS FARINA,8,2008,-1.0,Adults,['DOCUMENTARY'],"['foul language', 'drug use', 'violence']",FILMRISE,175,42.965714285714284
0,UMEED INDIA,1,2017,-1.0,Teens,[],NA,IN10 MEDIA PRIVATE LIMITED,14,23.0
0,INSIDE BORUSSIA DORTMUND,1,2019,-1.0,Teens,"['SPORTS', 'DOCUMENTARY', 'DRAMA']","['moderate foul language', 'violence']",AMAZON STUDIOS,4,80.0
0,ANIMALS WITH CAMERAS (PRESENTERLESS),1,2018,-1.0,Young Adults,['DOCUMENTARY'],NA,BBC1,3,48.0
0,DROPKICK ON MY DEVIL!,1,2018,-1.0,Young Adults,['ANIME'],"['foul language', 'violence']",JASHIN COMMITTEE,12,24.0
0,HOME OF FABULOUS CAKES,1,2013,-1.0,Older Kids,[],NA,BIG BARK TV,10,47.0
0,BEVERLY HILLS TEEN CLUB,1,1987,-1.0,Older Kids,['DRAMA'],NA,DHX_MEDIA,65,22.0
0,CHANGING SEAS,7,2010,-1.0,Kids,[],NA,NA,28,25.857142857142858
0,PISTORIUS,1,2018,-1.0,Young Adults,['DOCUMENTARY'],NA,KEW MEDIA GROUP,4,59.25
0,RUCHI'S KITCHEN,5,2013,-1.0,Teens,['INTERNATIONAL'],NA,RAJSHRI ENTERTAINMENT PRIVATE LIMITED,11,6.909090909090909
0,BRITAIN'S BIGGEST ADVENTURES WITH BEAR GRYLLS,1,2015,-1.0,Older Kids,['DOCUMENTARY'],NA,ITV1,3,45.0
0,STINGRAY,2,1986,-1.0,Young Adults,[],NA,FILMRISE,25,48.36
0,MURPHY BROWN,1,2018,-1.0,Teens,['COMEDY'],NA,WB,13,21.53846153846154
0,#IMOMSOHARD LIVE,1,2019,5.5,Young Adults,"['ARTS, ENTERTAINMENT, AND CULTURE']","['foul language', 'drug use', 'sexual content']",AMAZON STUDIOS,2,45.5
0,RUCHKAR MEJWANI KARWAR SPECIAL,1,2017,-1.0,Older Kids,['INTERNATIONAL'],NA,RAJSHRI ENTERTAINMENT PRIVATE LIMITED,2,7.0
0,FOOD FACTORY - SUPERSIZED,1,2012,-1.0,Kids,['DOCUMENTARY'],NA,BBC1,6,29.0
0,HAPPY SUGAR LIFE,1,2018,-1.0,Young Adults,['ANIME'],"['foul language', 'sexual content', 'violence']",HAPPY SUGAR LIFE PARTNERS,12,24.0
0,RENEGADE,5,1993,-1.0,Young Adults,[],NA,FILMRISE,110,43.93636363636364
0,THE REAL MCCOYS,6,1958,-1.0,Kids,['COMEDY'],NA,FILMRISE,224,22.111607142857142
0,PETER GUNN,3,1959,-1.0,Teens,[],NA,MULTICOM ENTERTAINMENT GROUP (MEG),103,25.883495145631066
0,EARTH'S NATURAL WONDERS: SERIES 2,1,2018,-1.0,Young Adults,['DOCUMENTARY'],NA,BBC1,3,51.666666666666664
0,RANDOM GAPPA,1,2017,-1.0,Kids,['INTERNATIONAL'],NA,RAJSHRI ENTERTAINMENT PRIVATE LIMITED,5,13.2
0,BAKE IT WITH NEHA,1,2017,-1.0,Kids,['INTERNATIONAL'],NA,RAJSHRI ENTERTAINMENT PRIVATE LIMITED,0,0.0
0,FLAVOR OF LOVE,3,2006,-1.0,Young Adults,[],NA,51 MINDS ENTERTAINMENT,38,42.71052631578947
0,FERRO,1,2020,6.4,Young Adults,"['UNSCRIPTED', 'DOCUMENTARY', 'MUSIC VIDEOS AND CONCERTS']","['drug use', 'foul language']",AMAZON STUDIOS,2,67.5
0,MAGI THE TENSHO BOYS’ EMBASSY,1,2019,-1.0,Young Adults,['DRAMA'],"['foul language', 'violence']",TBS VISION,16,24.5625
0,AMAZON RIDERS,1,2018,7.8,Teens,"['INTERNATIONAL', 'ACTION']","['foul language', 'drug use', 'violence']",AMAZON STUDIOS,13,33.0
0,BLUE PLANET II - MAKING OF,1,2017,-1.0,Kids,['DOCUMENTARY'],NA,BBC1,6,9.333333333333334
0,ILANA GLAZER: THE PLANET IS BURNING,1,2020,3.8,Adults,['COMEDY'],"['foul language', 'sexual content']",AMAZON STUDIOS,2,44.5
0,MR. LUCKY,1,1960,-1.0,Teens,[],NA,MULTICOM ENTERTAINMENT GROUP (MEG),34,25.38235294117647
0,RUCHKAR MEJWANI BORDI SPECIAL,1,2018,-1.0,Older Kids,['INTERNATIONAL'],NA,RAJSHRI ENTERTAINMENT PRIVATE LIMITED,0,0.0
0,QUEEN SUGAR,4,2016,7.7,Adults,['DRAMA'],NA,WARNER BROS.,56,43.375
0,DIETLAND,1,2018,-1.0,Young Adults,"['COMEDY', 'DRAMA']",NA,AMC STUDIOS INTERNATIONAL B.V,10,44.1
0,MAGICAL GIRL SITE,1,2018,-1.0,Young Adults,['ANIME'],"['foul language', 'violence']",MAHOUSYOUJYOSITE COMMITTEE,12,24.0
0,EIC VS THE WORLD,1,2017,8.1,Young Adults,"['COMEDY', 'INTERNATIONAL']",NA,OML,12,14.166666666666666
0,GLORIOUS GARDENS FROM ABOVE,1,2015,-1.0,Older Kids,[],NA,BBC,15,44.0
0,TO THE ENDS OF THE EARTH (BBC SERIES),1,2005,-1.0,Teens,[],NA,FILMRISE,3,88.33333333333333
0,ON THE YORKSHIRE BUSES,1,2014,-1.0,Young Adults,[],NA,THE GARDEN PRODUCTIONS,8,42.875
0,IT'S A VET'S LIFE,1,2014,-1.0,Older Kids,[],NA,BBC SCOTLAND,15,26.6
0,CHRIS RAMSEY: APPROVAL NEEDED,1,2019,6.9,Young Adults,"['ARTS, ENTERTAINMENT, AND CULTURE']",NA,AVALON,1,66.0
0,ALICE WETTERLUND: MY MAMA IS A HUMAN AND SO AM I,1,2019,5.2,Young Adults,"['ARTS, ENTERTAINMENT, AND CULTURE']","['strong foul language', 'moderate sexuality']",AMAZON STUDIOS,2,44.5
0,WATERPEOPLE,1,2019,-1.0,Young Adults,[],NA,NA,5,48.4
0,A LONG STRANGE TRIP,1,2017,8.2,Adults,"['MUSIC VIDEOS AND CONCERTS', 'DOCUMENTARY']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,6,47.333333333333336
0,THE STORYTELLERS IN THE LIVING ROOM,1,2017,-1.0,Adults,"['INTERNATIONAL', 'ARTS, ENTERTAINMENT, AND CULTURE']",NA,OML,10,10.2
0,BOOKER,1,1990,-1.0,Young Adults,[],NA,FILMRISE,22,46.45454545454545
0,JUDITH LUCY: JUDITH LUCY VS MEN,1,2020,6.3,Adults,"['COMEDY', 'TALK SHOW AND VARIETY']",['foul language'],NA,1,76.0
0,JAYDE ADAMS: SERIOUS BLACK JUMPER,1,2020,7.1,Young Adults,"['COMEDY', 'ARTS, ENTERTAINMENT, AND CULTURE']","['foul language', 'sexual content', 'violence']",AMAZON STUDIOS,1,62.0
0,LEMUR STREET,1,2008,-1.0,Teens,[],NA,SOUTHERN STAR ENTERTAINMENT,20,22.05
0,GINA BRILLON: THE FLOOR IS LAVA,1,2020,6.0,Young Adults,['COMEDY'],"['foul language', 'violence']",AMAZON STUDIOS,2,44.0
0,ZOË COOMBS MARR: BOSSY BOTTOM,1,2020,6.3,Adults,"['TALK SHOW AND VARIETY', 'COMEDY']",['foul language'],NA,1,65.0
0,UNITED,1,2019,-1.0,Young Adults,[],NA,NA,12,25.916666666666668
0,CASANOVA: PBS MASTERPIECE THEATRE - THE COMPLETE SERIES,1,2005,-1.0,Adults,[],NA,FILMRISE,3,57.333333333333336
0,BUSINESSMEN VS. ALIENS,1,2018,4.4,Teens,"['INTERNATIONAL', 'COMEDY', 'SCIENCE FICTION']","['foul language', 'drug use', 'violence']",AMAZON STUDIOS,10,31.1
0,UNSOLVED MYSTERIES WITH DENNIS FARINA,8,2008,-1.0,Adults,['DOCUMENTARY'],"['foul language', 'drug use', 'violence']",FILMRISE,175,42.965714285714284
0,FALLING WATER,2,2016,6.5,Young Adults,['DRAMA'],NA,NBCUNIVERSAL,20,43.45
0,REGULAR HEROES,1,2020,6.6,Teens,['UNSCRIPTED'],"['foul language', 'violence']",AMAZON STUDIOS,8,29.5
0,RUCHI'S KITCHEN,5,2013,-1.0,Teens,['INTERNATIONAL'],NA,RAJSHRI ENTERTAINMENT PRIVATE LIMITED,11,6.909090909090909
0,СENTENARIAN RULES OF LIFE,1,2019,-1.0,Teens,[],NA,NA,8,45.375
0,THE SALENTO MURDERS,1,2011,-1.0,Young Adults,[],NA,ALBA FILM 3000,2,104.5
0,THE SEDUCTION OF SMOKING,1,2014,-1.0,Adults,[],NA,BBC PRODUCTIONS,2,52.5
0,TROPICAL HEAT,3,1991,-1.0,Young Adults,[],NA,MULTICOM ENTERTAINMENT GROUP (MEG),66,49.515151515151516
0,RAFTAAR,2,2017,-1.0,Kids,"['INTERNATIONAL', 'SPECIAL INTEREST']",NA,NDTV,58,18.086206896551722
0,UNSOLVED MYSTERIES: ORIGINAL ROBERT STACK EPISODES,12,1989,-1.0,Teens,['DOCUMENTARY'],"['foul language', 'drug use', 'sexual content', 'violence']",FILMRISE,233,46.622317596566525
0,SNOG MARRY AVOID?,6,2008,-1.0,Young Adults,[],NA,REMARKABLE TELEVISION,62,29.322580645161292
0,LOUDERMILK,2,2017,-1.0,Young Adults,['COMEDY'],NA,AUDIENCE,20,29.0
0,THE RED LINE,1,2019,-1.0,Adults,['DRAMA'],NA,WB,8,42.875
0,ALL OR NOTHING: THE MICHIGAN WOLVERINES,1,2018,7.6,Adults,"['UNSCRIPTED', 'SPORTS']","['foul language', 'violence']",AMAZON STUDIOS,8,42.5
0,ALL OR NOTHING,5,2016,7.8,Adults,"['SPORTS', 'UNSCRIPTED']","['drug use', 'foul language', 'violence']",AMAZON STUDIOS,40,46.65
0,THE DANNY THOMAS SHOW,3,1958,-1.0,Teens,[],NA,STADIUM MEDIA,94,25.96808510638298
0,THE ADVENTURES OF ROBIN HOOD,4,1956,7.7,Teens,['ADVENTURE'],NA,MULTICOM ENTERTAINMENT GROUP,138,25.905797101449274
0,21 JUMP STREET,5,1987,-1.0,Young Adults,[],"['foul language', 'drug use', 'violence']",FILMRISE,103,46.24271844660194
0,UNSOLVED MYSTERIES: ORIGINAL ROBERT STACK EPISODES,12,1989,-1.0,Teens,['DOCUMENTARY'],"['foul language', 'drug use', 'sexual content', 'violence']",FILMRISE,233,46.622317596566525
0,VIVID STRIKE!,1,2016,6.5,Young Adults,['ANIME'],"['foul language', 'violence']",NA,12,24.0
0,THE COMMISH,4,1992,-1.0,Young Adults,[],NA,FILMRISE,87,47.37931034482759
0,ALONZO BODDEN: HEAVY LIGHTWEIGHT,1,2019,6.2,Young Adults,[],"['foul language', 'violence']",AMAZON STUDIOS,2,42.0
0,PETER GUNN,3,1959,-1.0,Teens,[],NA,MULTICOM ENTERTAINMENT GROUP (MEG),103,25.883495145631066
0,TUCKER'S WITCH,1,1983,-1.0,Young Adults,['DRAMA'],NA,MULTICOM ENTERTAINMENT GROUP (MEG),13,48.84615384615385
0,SPACE PRECINCT: COMPLETE SERIES,1,1995,-1.0,Teens,[],NA,STADIUM MEDIA TV,24,44.083333333333336
0,ROCK OF LOVE,3,2007,-1.0,Young Adults,[],"['foul language', 'drug use', 'sexual content']",51 MINDS ENTERTAINMENT,40,40.575
0,FAMILY PICTURES,1,1993,-1.0,Teens,[],NA,MULTICOM ENTERTAINMENT GROUP,4,47.0
0,THE REAL MCCOYS,6,1958,-1.0,Kids,['COMEDY'],NA,FILMRISE,224,22.111607142857142
0,WHAT THE CONSTITUTION MEANS TO ME,1,2020,7.1,Young Adults,['COMEDY'],"['violence', 'foul language']",AMAZON STUDIOS,2,56.5
0,STINGRAY,2,1986,-1.0,Young Adults,[],NA,FILMRISE,25,48.36
0,LONG STRANGE TRIP,1,2017,8.2,Adults,"['MUSIC VIDEOS AND CONCERTS', 'DOCUMENTARY']","['severe drug use', 'moderate foul language', 'mild nudity', 'mild violence']",AMAZON STUDIOS,6,47.0
0,ROB DELANEY: JACKIE,1,2020,6.6,Adults,"['ARTS, ENTERTAINMENT, AND CULTURE', 'COMEDY']",['foul language'],AMAZON STUDIOS,2,46.0
0,THE MAGICIANS,2,2011,-1.0,Teens,[],NA,SHINE,11,51.81818181818182
0,KEMURIKUSA.,1,2019,-1.0,Teens,['ANIME'],NA,ヤオヨロズケムリクサプロジェクト,12,24.0
0,ELEPHANT FAMILY AND ME,1,2016,-1.0,Teens,['DOCUMENTARY'],NA,BBC2,2,59.0
0,HOW TO STAY YOUNG: SERIES 2,2,2016,-1.0,Teens,['DOCUMENTARY'],NA,BBC1,5,54.2
0,THE RAY BRADBURY THEATER,6,1986,-1.0,Teens,[],NA,FILMRISE,65,24.16923076923077
0,AIR AMBULANCE ER,2,2014,-1.0,Young Adults,[],NA,GROUPM ENTERTAINMENT LIMITED,12,43.75
0,THE PATH,3,2016,7.3,Adults,['DRAMA'],NA,NBCUNIVERSAL,36,50.111111111111114
0,TOM GLEESON: JOY,1,2020,6.2,Young Adults,[],['foul language'],NA,1,72.0
0,LANO & WOODLEY: FLY,1,2020,7.2,Young Adults,"['COMEDY', 'TALK SHOW AND VARIETY']",NA,NA,1,61.0
0,QUEEN SUGAR,4,2016,7.7,Adults,['DRAMA'],NA,WARNER BROS.,56,43.375
0,CHANGING SEAS,7,2010,-1.0,Kids,[],NA,NA,28,25.857142857142858
0,WATER RATS,7,1996,-1.0,Young Adults,[],"['drug use', 'foul language', 'violence']",SOUTHERN STAR ENTERTAINMENT,177,43.74576271186441
0,GADGET GURU,1,2018,-1.0,Kids,"['SPECIAL INTEREST', 'INTERNATIONAL']",NA,NA,93,22.408602150537636
0,HITOSHI MATSUMOTO PRESENTS DOCUMENTAL,3,2018,8.0,Adults,"['COMEDY', 'ARTS, ENTERTAINMENT, AND CULTURE', 'INTERNATIONAL', 'UNSCRIPTED']","['foul language', 'drug use', 'sexual content', 'nudity', 'violence']",AMAZON STUDIOS,14,45.92857142857143
0,TOM WALKER: VERY VERY,1,2020,6.6,Young Adults,"['TALK SHOW AND VARIETY', 'COMEDY']",NA,NA,1,51.0
0,THE GREATEST AMERICAN HERO,3,1981,-1.0,Young Adults,[],NA,FILMRISE,43,49.7906976744186
0,THE LIVES OF THE SAINTS,1,2007,-1.0,Teens,[],NA,FILMRISE,3,60.0
0,ACTION SPORTS WORLD,1,2014,-1.0,Kids,[],NA,NA,26,48.0
0,PAN Y CIRCO,1,2020,6.7,Young Adults,['TALK SHOW AND VARIETY'],"['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,7,39.857142857142854
0,RENEGADE,5,1993,-1.0,Young Adults,[],NA,FILMRISE,110,43.93636363636364
0,FLO AND JOAN: ALIVE ON STAGE,1,2019,-1.0,Young Adults,"['ARTS, ENTERTAINMENT, AND CULTURE']",NA,AVALON,1,60.0
0,DE VIAJE CON LOS DERBEZ,1,2019,-1.0,Young Adults,['DOCUMENTARY'],"['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,9,35.77777777777778
0,TRUE STORY AVEC,1,2020,5.4,Teens,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,7,26.428571428571427
0,WHICH WAY TO,2,2012,-1.0,Young Adults,['ACTION'],NA,BIGMEDIA,13,46.0
0,CELL GURU,2,2017,-1.0,Not rated,"['INTERNATIONAL', 'SPECIAL INTEREST']",NA,NDTV,54,17.11111111111111
0,KOMMUNE PRESENTS THE STORYTELLERS,1,2016,-1.0,Adults,"['ARTS, ENTERTAINMENT, AND CULTURE', 'INTERNATIONAL']",NA,OML,6,7.833333333333333
0,FLAVOR OF LOVE,3,2006,-1.0,Young Adults,[],NA,51 MINDS,38,42.71052631578947
0,MIKE E. WINFIELD: STEPMAN,1,2019,6.6,Young Adults,[],"['foul language', 'sexual content', 'violence']",AMAZON STUDIOS,2,44.0
0,EL BULLI: THE STORY OF A DREAM,1,2011,-1.0,Young Adults,['DOCUMENTARY'],NA,ELBULLI,15,57.266666666666666
0,INTO THE DRINK,1,2013,-1.0,Teens,['SPECIAL INTEREST'],NA,BIGMEDIA,13,22.615384615384617
0,BLACK HARBOUR,2,1997,-1.0,Young Adults,[],NA,FILMRISE,26,46.07692307692308
0,MEERKAT MANOR,3,2006,-1.0,Kids,[],NA,OXFORD SCIENTIFIC FILMS,39,22.58974358974359
0,ED GAMBLE: BLOOD SUGAR,1,2019,-1.0,Adults,"['ARTS, ENTERTAINMENT, AND CULTURE']",NA,AVALON,1,60.0
0,THE WORLD OF STONEHENGE,1,2011,-1.0,Not rated,['DOCUMENTARY'],NA,BBC 2,4,51.75
0,IMDB AT THE OSCARS,1,2019,-1.0,Young Adults,[],NA,IMDB,10,45.1
0,PEEP TIME,1,2020,4.5,Young Adults,"['TALK SHOW AND VARIETY', 'COMEDY']","['drug use', 'foul language']",AMAZON STUDIOS,10,28.6
0,SNG: DON'T COME LAST,1,2017,-1.0,Adults,"['UNSCRIPTED', 'INTERNATIONAL']",NA,OML,12,19.25
0,CAMPO DE ESTRELLAS,3,2017,-1.0,Teens,"['SPORTS', 'DOCUMENTARY']","['mild foul language', 'violence']",REAL_MADRID,36,51.5
0,SILVER AND GOLD,1,2017,-1.0,Teens,['DRAMA'],"['foul language', 'violence']",テレビ東京,12,24.916666666666668
0,NEON RIDER,5,1990,-1.0,Young Adults,[],NA,FILMRISE,65,46.66153846153846
0,SPORTS ADVENTURE,2,2012,-1.0,Older Kids,[],NA,NA,26,23.846153846153847
0,SENTOSHA: BATTLE WHEELS,1,2018,7.5,Teens,"['INTERNATIONAL', 'UNSCRIPTED']","['foul language', 'sexual content', 'violence']",AMAZON STUDIOS,5,43.4
0,YOUR BRUSH WITH NATURE,1,2008,-1.0,Kids,['DRAMA'],NA,BIGMEDIA,13,31.76923076923077
0,MODERN HERO: THE SERIES,1,2016,-1.0,Teens,[],NA,FILMRISE,6,21.0
0,TRABANT TREK,1,2012,-1.0,Adults,['DOCUMENTARY'],NA,BIGMEDIA,19,23.842105263157894
0,TEEN WOLF,2,1986,5.9,Older Kids,"['ADVENTURE', 'COMEDY']",NA,MULTICOM ENTERTAINMENT GROUP (MEG),21,24.61904761904762
0,LOL: LAST ONE LAUGHING,2,2018,3.5,Young Adults,['COMEDY'],"['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,12,31.75
0,"LUIS, EL SABIO DEL ÉXITO",1,2018,-1.0,Young Adults,['DOCUMENTARY'],NA,RFEF,2,32.5
0,FREE MEEK,1,2019,5.9,Adults,[],"['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,5,39.0
0,CHRIS TALL PRESENTS...,1,2019,3.0,Young Adults,"['COMEDY', 'ARTS, ENTERTAINMENT, AND CULTURE']","['foul language', 'drug use', 'sexual content', 'violence']",AMAZON STUDIOS,7,43.57142857142857
0,RICHARD WILSON ON THE ROAD,1,2014,-1.0,Older Kids,[],NA,SYNDICADO,6,22.0
0,NOMADS SEEKING ADVENTURE,2,2014,-1.0,Older Kids,['SPORTS'],NA,BIGMEDIA,26,26.0
0,UCHIMURA SUMMERS,1,2018,-1.0,Young Adults,"['INTERNATIONAL', 'ARTS, ENTERTAINMENT, AND CULTURE']","['foul language', 'violence']",NA,52,67.03846153846153
0,SHORT POPPIES,1,2014,-1.0,Teens,[],NA,STADIUM MEDIA/AWESOMENESS INTERNATIONAL,8,22.625
0,ALL ABOUT ADS,2,2017,-1.0,Not rated,"['SPECIAL INTEREST', 'INTERNATIONAL']",NA,NA,50,20.38
0,MONEY HUNGRY,1,2010,-1.0,Young Adults,[],NA,51 MINDS ENTERTAINMENT,10,41.8
0,BABE WINKELMAN OUTDOOR SECRETS,2,2014,-1.0,Young Adults,[],NA,NA,26,19.115384615384617
0,LA LA'S FULL COURT LIFE,5,2011,-1.0,Young Adults,[],NA,51 MINDS,46,19.956521739130434
0,BABE WINKELMAN GOOD FISHING,2,2014,-1.0,Kids,[],NA,NA,26,19.576923076923077
0,THE 2018 ROSE PARADE HOSTED BY CORD & TISH [UHD],1,2018,-1.0,Kids,[],NA,NA,1,117.0
0,THE INCREDIBLE MR GOODWIN,1,2013,-1.0,Young Adults,['DOCUMENTARY'],NA,WATCH,5,44.4
0,RHETT & LINK: COMMERCIAL KINGS,1,2011,-1.0,Teens,[],NA,JOKE PRODUCTIONS,10,23.0
0,LEGACIES,3,2019,-1.0,Young Adults,['DRAMA'],"['moderate foul language', 'moderate drug use', 'mild sexuality', 'strong violence']",WB,33,42.0
0,THE FAMILY MAN,2,2019,8.6,Adults,"['ACTION', 'DRAMA']","['strong foul language', 'strong drug use', 'sexual content', 'moderate violence']",AMAZON STUDIOS,11,45.90909090909091
0,3 CAMINOS,1,2021,8.0,Kids,['DRAMA'],NA,"""""CINEMATE""""",8,49.25
0,STAR TREK: LOWER DECKS,1,2020,6.7,Young Adults,[],NA,CBS,10,25.4
